FID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Medinc,GEO_id3,Id,GEO_id2,Geography,Wrk_16over,CarTruckVa,DriveAlone,Carpool,PublicTran,Walk,Bike,TaxiMCOthe,WorkfrHm,WlkBikTran,SHAPE_Length,SHAPE_Area
201,06,037,275101,06037275101,2751.01,Census Tract 2751.01,G5020,S,334329,9884,+33.9992665,-118.4045296,88333,6037275101,1400000US06037275101,6037275101,"Census Tract 2751.01, Los Angeles County, California",701,87.7,81.9,5.8,7,1.3,0,0,4,8,0.0305263997967065,3.35641839446197e-05
202,06,037,275602,06037275602,2756.02,Census Tract 2756.02,G5020,S,2516540,70151,+33.9769997,-118.4172475,77606,6037275602,1400000US06037275602,6037275602,"Census Tract 2756.02, Los Angeles County, California",4198,90.6,81.6,9,3,1.2,1,0,4,5,0.0914919253832011,0.000240615067744384
203,06,037,119700,06037119700,1197,Census Tract 1197,G5020,S,1288667,21675,+34.2207731,-118.4257669,60455,6037119700,1400000US06037119700,6037119700,"Census Tract 1197, Los Angeles County, California",2050,90.5,79.3,11.2,4,1.3,1,0,4,6,0.0585908634230844,0.000128197395250173
204,06,037,119800,06037119800,1198,Census Tract 1198,G5020,S,1236126,5942,+34.2329132,-118.4291943,70860,6037119800,1400000US06037119800,6037119800,"Census Tract 1198, Los Angeles County, California",2869,90.1,66.1,24.1,6,2.5,0,0.4,1,8,0.0454156101051294,0.000121536093794543
205,06,037,119900,06037119900,1199,Census Tract 1199,G5020,S,1052217,0,+34.2278369,-118.4412802,64318,6037119900,1400000US06037119900,6037119900,"Census Tract 1199, Los Angeles County, California",2215,87,71.3,15.7,5,1.9,0,0,6,7,0.0442690241974709,0.000102951768117621
206,06,037,120020,06037120020,1200.20,Census Tract 1200.20,G5020,S,537557,14554,+34.2188235,-118.4548516,33875,6037120020,1400000US06037120020,6037120020,"Census Tract 1200.20, Los Angeles County, California",2115,71.7,45.3,26.4,16,7.4,1,1.7,2,24,0.0503211904825358,5.40144786323529e-05
207,06,037,120030,06037120030,1200.30,Census Tract 1200.30,G5020,S,358619,0,+34.2152447,-118.4518430,34191,6037120030,1400000US06037120030,6037120030,"Census Tract 1200.30, Los Angeles County, California",994,68.1,51.6,16.5,19,3.7,0,1.9,8,23,0.0239537499285301,3.5083166595662e-05
208,06,037,295103,06037295103,2951.03,Census Tract 2951.03,G5020,S,2056812,1202,+33.7616099,-118.2947359,95066,6037295103,1400000US06037295103,6037295103,"Census Tract 2951.03, Los Angeles County, California",2617,97.2,92.3,4.9,0,0,0,1.9,1,0,0.0795489786455842,0.000200278594276018
209,06,037,102103,06037102103,1021.03,Census Tract 1021.03,G5020,S,1186476,0,+34.2250792,-118.3541880,67553,6037102103,1400000US06037102103,6037102103,"Census Tract 1021.03, Los Angeles County, California",941,98.7,78.9,19.9,0,0,1,0,0,1,0.0516419654786819,0.000116084129022698
210,06,037,600304,06037600304,6003.04,Census Tract 6003.04,G5020,S,445759,0,+33.9353608,-118.2940128,26977,6037600304,1400000US06037600304,6037600304,"Census Tract 6003.04, Los Angeles County, California",1077,67.1,56.6,10.5,28,1,1,0,2,30,0.0146270254884837,2.6055507310483e-07
211,06,037,602801,06037602801,6028.01,Census Tract 6028.01,G5020,S,1253726,0,+33.9274020,-118.3001717,28967,6037602801,1400000US06037602801,6037602801,"Census Tract 6028.01, Los Angeles County, California",1615,78.1,61.7,16.5,14,2.2,2,0,4,18,0.0147798019764117,8.67886978316234e-07
212,06,037,104201,06037104201,1042.01,Census Tract 1042.01,G5020,S,1090103,0,+34.2865005,-118.4160998,45089,6037104201,1400000US06037104201,6037104201,"Census Tract 1042.01, Los Angeles County, California",1917,93.5,77.5,16,2,0.7,0,0.8,2,3,0.045098347577758,0.000106730309614009
213,06,037,104310,06037104310,1043.10,Census Tract 1043.10,G5020,S,1508622,0,+34.2763731,-118.4292815,50350,6037104310,1400000US06037104310,6037104310,"Census Tract 1043.10, Los Angeles County, California",1711,92.4,74.8,17.6,2,0.4,0,1,4,2,0.0579976792095708,0.000147691499755862
214,06,037,104320,06037104320,1043.20,Census Tract 1043.20,G5020,S,1212162,0,+34.2731324,-118.4202492,50341,6037104320,1400000US06037104320,6037104320,"Census Tract 1043.20, Los Angeles County, California",2635,87.2,63.5,23.7,8,2.6,1,0,1,12,0.0444379041857,0.000118664042279629
215,06,037,104401,06037104401,1044.01,Census Tract 1044.01,G5020,S,681117,0,+34.2670388,-118.4327217,59211,6037104401,1400000US06037104401,6037104401,"Census Tract 1044.01, Los Angeles County, California",1288,88.6,68,20.6,5,1.3,0,1.2,4,6,0.0383946287369883,6.66728640780716e-05
216,06,037,124700,06037124700,1247,Census Tract 1247,G5020,S,1347604,14339,+34.1631392,-118.4158172,74657,6037124700,1400000US06037124700,6037124700,"Census Tract 1247, Los Angeles County, California",2233,92.7,83.4,9.2,1,0,0,0.6,6,1,0.0545701566324086,0.000133153947941877
217,06,037,602802,06037602802,6028.02,Census Tract 6028.02,G5020,S,1335285,0,+33.9201775,-118.3003773,52000,6037602802,1400000US06037602802,6037602802,"Census Tract 6028.02, Los Angeles County, California",1632,81.3,75.4,5.8,10,0,0,1.3,7,10,0.0146301334795529,1.20217944696114e-07
218,06,037,700501,06037700501,7005.01,Census Tract 7005.01,G5020,S,597355,0,+34.0876355,-118.3878269,62526,6037700501,1400000US06037700501,6037700501,"Census Tract 7005.01, Los Angeles County, California",2610,70.1,69.3,0.7,4,6.7,0,0,19,11,0.0226485014073696,1.27173431830311e-07
219,06,037,700502,06037700502,7005.02,Census Tract 7005.02,G5020,S,504037,0,+34.0902917,-118.3807073,70816,6037700502,1400000US06037700502,6037700502,"Census Tract 7005.02, Los Angeles County, California",3139,78.4,74.5,3.9,3,6.3,0,2.6,9,9,0.0122703131461809,9.74115238029243e-09
220,06,037,700802,06037700802,7008.02,Census Tract 7008.02,G5020,S,685910,0,+34.0684231,-118.3820778,66585,6037700802,1400000US06037700802,6037700802,"Census Tract 7008.02, Los Angeles County, California",1848,71.6,66.4,5.2,5,9.1,1,5,8,15,0.0114455901872978,1.65177116068178e-07
221,06,037,104500,06037104500,1045,Census Tract 1045,G5020,S,531002,0,+34.2555108,-118.4257479,49074,6037104500,1400000US06037104500,6037104500,"Census Tract 1045, Los Angeles County, California",1317,88.4,61.4,27,6,2.2,1,0.8,2,9,0.0341523217132776,5.1971683059882e-05
222,06,037,104610,06037104610,1046.10,Census Tract 1046.10,G5020,S,592138,0,+34.2604355,-118.4189927,34406,6037104610,1400000US06037104610,6037104610,"Census Tract 1046.10, Los Angeles County, California",1342,84.2,76.2,8,9,1.6,1,2.2,2,12,0.035074203336429,5.79585183395625e-05
223,06,037,104620,06037104620,1046.20,Census Tract 1046.20,G5020,S,531171,0,+34.2579043,-118.4224647,48281,6037104620,1400000US06037104620,6037104620,"Census Tract 1046.20, Los Angeles County, California",1179,96.3,74.9,21.4,3,0.8,0,0,0,4,0.0341526071719594,5.19894308411383e-05
224,06,037,104701,06037104701,1047.01,Census Tract 1047.01,G5020,S,550502,0,+34.2684745,-118.4152140,28355,6037104701,1400000US06037104701,6037104701,"Census Tract 1047.01, Los Angeles County, California",1181,90.8,70.1,20.7,8,0,0,0,1,8,0.0339510383603184,5.38881011773631e-05
225,06,037,104810,06037104810,1048.10,Census Tract 1048.10,G5020,S,1123357,0,+34.2502996,-118.4111792,62150,6037104810,1400000US06037104810,6037104810,"Census Tract 1048.10, Los Angeles County, California",2050,97.7,75.6,22.1,0,0,0,0,2,0,0.0432054590177173,0.000109941354044025
226,06,037,125100,06037125100,1251,Census Tract 1251,G5020,S,1298672,0,+34.1648811,-118.3921251,62307,6037125100,1400000US06037125100,6037125100,"Census Tract 1251, Los Angeles County, California",3158,88.8,82.5,6.3,3,0.5,0,1.2,6,4,0.0465302461044241,0.000126972373838188
227,06,037,125200,06037125200,1252,Census Tract 1252,G5020,S,1303249,498,+34.1667371,-118.3844985,48393,6037125200,1400000US06037125200,6037125200,"Census Tract 1252, Los Angeles County, California",2235,76.4,69.8,6.6,10,0,3,1.2,9,13,0.0465374223260742,0.000127468786109725
228,06,037,106642,06037106642,1066.42,Census Tract 1066.42,G5020,S,1577594,0,+34.2863224,-118.5070136,76908,6037106642,1400000US06037106642,6037106642,"Census Tract 1066.42, Los Angeles County, California",1708,93.4,72.1,21.3,6,0.1,0,0,0,6,0.0601835111244891,0.000154461830722069
229,06,037,106643,06037106643,1066.43,Census Tract 1066.43,G5020,S,4332690,0,+34.2894537,-118.5220166,136147,6037106643,1400000US06037106643,6037106643,"Census Tract 1066.43, Los Angeles County, California",2048,94.2,84.9,9.3,0,1.5,0,0,4,2,0.100954224574065,0.000424227237100184
230,06,037,107010,06037107010,1070.10,Census Tract 1070.10,G5020,S,684680,0,+34.3020803,-118.4467204,69489,6037107010,1400000US06037107010,6037107010,"Census Tract 1070.10, Los Angeles County, California",1127,92.5,83.4,9.1,2,0.5,0,0,5,2,0.0395640471858633,6.70490633715364e-05
231,06,037,107020,06037107020,1070.20,Census Tract 1070.20,G5020,S,994796,0,+34.2975505,-118.4504793,59635,6037107020,1400000US06037107020,6037107020,"Census Tract 1070.20, Los Angeles County, California",2253,91.5,72.7,18.8,5,0.8,0,0,2,6,0.0446989802487777,9.72181495100252e-05
232,06,037,108101,06037108101,1081.01,Census Tract 1081.01,G5020,S,1128632,0,+34.2793058,-118.5416524,101728,6037108101,1400000US06037108101,6037108101,"Census Tract 1081.01, Los Angeles County, California",1142,93.4,82.4,11,2,0,0,1.2,4,2,0.0442110799161446,0.000110494980114074
233,06,037,108102,06037108102,1081.02,Census Tract 1081.02,G5020,S,2183816,0,+34.2804584,-118.5550665,97957,6037108102,1400000US06037108102,6037108102,"Census Tract 1081.02, Los Angeles County, California",1835,94.4,86.6,7.7,1,0,0,0,4,1,0.0568721418187782,0.000213801413829533
234,06,037,980030,06037980030,9800.30,Census Tract 9800.30,G5020,S,4248789,990973,+33.9096235,-118.4094782,0,6037980030,1400000US06037980030,6037980030,"Census Tract 9800.30, Los Angeles County, California",0,0,0,0,0,0,0,0,0,0,0.00765422027910779,8.00582532126127e-10
235,06,037,980033,06037980033,9800.33,Census Tract 9800.33,G5020,S,12659832,16043478,+33.7443155,-118.2203101,0,6037980033,1400000US06037980033,6037980033,"Census Tract 9800.33, Los Angeles County, California",2,50,50,0,0,50,0,0,0,50,0.085458374176738,1.25792522605397e-08
236,06,037,106010,06037106010,1060.10,Census Tract 1060.10,G5020,S,2517817,0,+34.3253415,-118.4434033,74495,6037106010,1400000US06037106010,6037106010,"Census Tract 1060.10, Los Angeles County, California",1347,91.9,77.7,14.2,5,2.4,0,0,1,7,0.0750770705327681,0.000246630187347971
237,06,037,123104,06037123104,1231.04,Census Tract 1231.04,G5020,S,781692,0,+34.1828906,-118.3650028,40779,6037123104,1400000US06037123104,6037123104,"Census Tract 1231.04, Los Angeles County, California",2197,81.4,75.3,6.1,7,1.9,1,5.9,2,10,0.0353594609871658,7.64429080118252e-05
238,06,037,123204,06037123204,1232.04,Census Tract 1232.04,G5020,S,324206,0,+34.1939360,-118.3943295,32207,6037123204,1400000US06037123204,6037123204,"Census Tract 1232.04, Los Angeles County, California",1539,75,68,7,13,4.5,2,1.3,4,20,0.0232560013153654,3.17088127570925e-05
239,06,037,123206,06037123206,1232.06,Census Tract 1232.06,G5020,S,602850,0,+34.1937075,-118.3748665,36762,6037123206,1400000US06037123206,6037123206,"Census Tract 1232.06, Los Angeles County, California",1288,83,69.6,13.4,6,1.9,2,3.2,4,10,0.0311389375627551,5.89605528364567e-05
240,06,037,123301,06037123301,1233.01,Census Tract 1233.01,G5020,S,1303486,0,+34.2003096,-118.4001219,54415,6037123301,1400000US06037123301,6037123301,"Census Tract 1233.01, Los Angeles County, California",2352,90.5,78.7,11.8,4,0,1,0.5,4,5,0.0512151659834734,0.000127496060779239
241,06,037,123303,06037123303,1233.03,Census Tract 1233.03,G5020,S,633404,0,+34.1972751,-118.4116037,38864,6037123303,1400000US06037123303,6037123303,"Census Tract 1233.03, Los Angeles County, California",1379,86.7,77.4,9.2,5,1.7,0,4,2,7,0.037349860433848,6.19520571444693e-05
242,06,037,125310,06037125310,1253.10,Census Tract 1253.10,G5020,S,1053791,0,+34.1695168,-118.3660310,42288,6037125310,1400000US06037125310,6037125310,"Census Tract 1253.10, Los Angeles County, California",2001,78.4,69.5,8.8,13,1.5,2,2.2,3,16,0.0607981953289673,0.000103035930285094
243,06,037,125600,06037125600,1256,Census Tract 1256,G5020,S,1022594,0,+34.1578942,-118.3568615,86226,6037125600,1400000US06037125600,6037125600,"Census Tract 1256, Los Angeles County, California",1406,82.3,68.7,13.6,1,0,2,3.2,12,3,0.0441710636670705,9.99400240619385e-05
244,06,037,127210,06037127210,1272.10,Census Tract 1272.10,G5020,S,1539754,1672,+34.2066365,-118.4596472,42552,6037127210,1400000US06037127210,6037127210,"Census Tract 1272.10, Los Angeles County, California",2584,79.1,67.8,11.3,10,2,2,1.2,5,14,0.0598828979688174,0.00015078271748412
245,06,037,127220,06037127220,1272.20,Census Tract 1272.20,G5020,S,652901,0,+34.2047824,-118.4531264,30701,6037127220,1400000US06037127220,6037127220,"Census Tract 1272.20, Los Angeles County, California",2148,75.2,62.4,12.8,14,2.8,2,3.2,3,19,0.0320625927126521,6.38645424468442e-05
246,06,037,127300,06037127300,1273,Census Tract 1273,G5020,S,1059237,0,+34.2083989,-118.4697657,42326,6037127300,1400000US06037127300,6037127300,"Census Tract 1273, Los Angeles County, California",2284,86.9,74.4,12.4,8,0.6,0,1.6,3,9,0.0437565080259227,0.000103615145150099
247,06,037,127400,06037127400,1274,Census Tract 1274,G5020,S,2157571,24074,+34.2102531,-118.4782103,42434,6037127400,1400000US06037127400,6037127400,"Census Tract 1274, Los Angeles County, California",2532,80.2,65.9,14.3,7,1.8,2,3.1,5,11,0.074779549724814,0.000213415542959314
248,06,037,240402,06037240402,2404.02,Census Tract 2404.02,G5020,S,601298,0,+33.9446893,-118.2854788,29615,6037240402,1400000US06037240402,6037240402,"Census Tract 2404.02, Los Angeles County, California",1293,86.1,71.2,14.9,10,0,0,2.2,2,10,0.0346050245693901,5.86396340020259e-05
249,06,037,241001,06037241001,2410.01,Census Tract 2410.01,G5020,S,904091,2395,+33.9296426,-118.2679732,34375,6037241001,1400000US06037241001,6037241001,"Census Tract 2410.01, Los Angeles County, California",1340,71.4,60.2,11.2,12,2.6,2,0.5,11,17,0.0586460691002813,8.83527584380023e-05
250,06,037,104108,06037104108,1041.08,Census Tract 1041.08,G5020,S,1096681,0,+34.2731497,-118.3985703,46875,6037104108,1400000US06037104108,6037104108,"Census Tract 1041.08, Los Angeles County, California",2169,80.5,59.1,21.4,5,6.1,6,0,2,17,0.0582965043525381,0.000107359130600591
251,06,037,106406,06037106406,1064.06,Census Tract 1064.06,G5020,S,2085947,916,+34.3228610,-118.4589744,66844,6037106406,1400000US06037106406,6037106406,"Census Tract 1064.06, Los Angeles County, California",2445,95.1,75.2,19.8,0,0,0,0,5,0,0.065481416257889,0.000204410042262666
252,06,037,109100,06037109100,1091,Census Tract 1091,G5020,S,2705895,0,+34.2771624,-118.4631600,45724,6037109100,1400000US06037109100,6037109100,"Census Tract 1091, Los Angeles County, California",893,93.6,73,20.6,3,3.1,0,0,0,6,0.0781238221255404,0.000264904768008504
253,06,037,109200,06037109200,1092,Census Tract 1092,G5020,S,1191362,0,+34.2779946,-118.4746349,73208,6037109200,1400000US06037109200,6037109200,"Census Tract 1092, Los Angeles County, California",1114,87,75.7,11.3,7,0,0,0,5,7,0.0447592861315404,0.000116633752891141
254,06,037,109300,06037109300,1093,Census Tract 1093,G5020,S,1233087,0,+34.2711982,-118.4804333,68958,6037109300,1400000US06037109300,6037109300,"Census Tract 1093, Los Angeles County, California",1475,90.4,80.5,9.8,6,0.4,0,0,3,6,0.0529675565361969,0.000120709995047944
255,06,037,109400,06037109400,1094,Census Tract 1094,G5020,S,1290844,0,+34.2687153,-118.4557009,56758,6037109400,1400000US06037109400,6037109400,"Census Tract 1094, Los Angeles County, California",1714,95.9,86.5,9.5,2,0.4,0,0,2,2,0.0556771021073727,0.000126359772164054
256,06,037,109500,06037109500,1095,Census Tract 1095,G5020,S,1194583,0,+34.2703268,-118.4389358,59324,6037109500,1400000US06037109500,6037109500,"Census Tract 1095, Los Angeles County, California",2043,91.1,71.7,19.4,3,1,0,0,5,4,0.0618392521021151,0.000116922502020774
257,06,037,109601,06037109601,1096.01,Census Tract 1096.01,G5020,S,2214563,33281,+34.2593157,-118.4495333,63194,6037109601,1400000US06037109601,6037109601,"Census Tract 1096.01, Los Angeles County, California",2467,95.9,78.9,17,2,0.4,0,1,0,2,0.0604310715310973,0.000220014179383893
258,06,037,127520,06037127520,1275.20,Census Tract 1275.20,G5020,S,363717,0,+34.2184163,-118.4697511,37602,6037127520,1400000US06037127520,6037127520,"Census Tract 1275.20, Los Angeles County, California",1813,70.9,58.4,12.5,20,3.6,2,0.6,3,26,0.0241292804371155,3.558318705808e-05
259,06,037,106646,06037106646,1066.46,Census Tract 1066.46,G5020,S,1476213,0,+34.2797379,-118.4939447,92138,6037106646,1400000US06037106646,6037106646,"Census Tract 1066.46, Los Angeles County, California",1642,94,86.5,7.5,3,0.4,0,0,3,3,0.0689174532625071,0.000144524491894471
260,06,037,108104,06037108104,1081.04,Census Tract 1081.04,G5020,S,826020,0,+34.2943135,-118.5460083,101429,6037108104,1400000US06037108104,6037108104,"Census Tract 1081.04, Los Angeles County, California",864,90.6,77.3,13.3,1,0,0,0,9,1,0.0462735709091397,8.08819774067365e-05
261,06,037,111100,06037111100,1111,Census Tract 1111,G5020,S,1059245,0,+34.2683099,-118.4950694,78529,6037111100,1400000US06037111100,6037111100,"Census Tract 1111, Los Angeles County, California",1369,87.3,77.1,10.2,3,1,2,0.3,7,6,0.0421232485799051,0.00010368849786648
262,06,037,111201,06037111201,1112.01,Census Tract 1112.01,G5020,S,1912806,0,+34.2748338,-118.5101489,89403,6037111201,1400000US06037111201,6037111201,"Census Tract 1112.01, Los Angeles County, California",1445,87,78.8,8.2,5,0.5,0,0,7,6,0.0815704292815222,0.000187257362153317
263,06,037,111202,06037111202,1112.02,Census Tract 1112.02,G5020,S,1866692,0,+34.2684432,-118.5148271,80875,6037111202,1400000US06037111202,6037111202,"Census Tract 1112.02, Los Angeles County, California",2451,93.8,83.3,10.4,1,1.1,0,0.3,4,2,0.0656749090216385,0.000182728769134735
264,06,037,111204,06037111204,1112.04,Census Tract 1112.04,G5020,S,3294685,16598,+34.2626470,-118.5471995,113818,6037111204,1400000US06037111204,6037111204,"Census Tract 1112.04, Los Angeles County, California",2820,85.5,74.5,11.1,4,2.4,0,2.5,5,6,0.0768739118527102,0.00032411427850243
265,06,037,111301,06037111301,1113.01,Census Tract 1113.01,G5020,S,2001347,0,+34.2611290,-118.5157706,47184,6037111301,1400000US06037111301,6037111301,"Census Tract 1113.01, Los Angeles County, California",3971,82.4,76.9,5.5,4,1.1,4,1.6,7,9,0.0678552092988482,0.00019589315284407
266,06,037,111302,06037111302,1113.02,Census Tract 1113.02,G5020,S,1552799,0,+34.2539511,-118.5128425,58403,6037111302,1400000US06037111302,6037111302,"Census Tract 1113.02, Los Angeles County, California",2381,90.6,83.6,7,1,3.1,0,1.7,3,4,0.0561403568522457,0.000151976561698458
267,06,037,127920,06037127920,1279.20,Census Tract 1279.20,G5020,S,648714,0,+34.1975655,-118.4356225,53125,6037127920,1400000US06037127920,6037127920,"Census Tract 1279.20, Los Angeles County, California",1825,81.4,61.9,19.5,7,3.1,2,0,7,12,0.0319960096352287,6.3449586701532e-05
268,06,037,128210,06037128210,1282.10,Census Tract 1282.10,G5020,S,549953,0,+34.1835838,-118.4443453,31250,6037128210,1400000US06037128210,6037128210,"Census Tract 1282.10, Los Angeles County, California",2051,68.5,50.6,17.9,18,6.7,2,2.5,2,27,0.029782010315574,5.37816165431348e-05
269,06,037,128303,06037128303,1283.03,Census Tract 1283.03,G5020,S,413941,0,+34.1830757,-118.4523813,31037,6037128303,1400000US06037128303,6037128303,"Census Tract 1283.03, Los Angeles County, California",1491,76.6,55.4,21.2,14,6.8,0,0,3,21,0.0297843056824612,4.04801172149762e-05
270,06,037,128400,06037128400,1284,Census Tract 1284,G5020,S,1725900,0,+34.1765494,-118.4588522,53924,6037128400,1400000US06037128400,6037128400,"Census Tract 1284, Los Angeles County, California",1998,83.5,71.5,12,6,0,1,1,8,7,0.0696964856122256,0.000168765988654091
271,06,037,128500,06037128500,1285,Census Tract 1285,G5020,S,973791,0,+34.1703043,-118.4443439,63852,6037128500,1400000US06037128500,6037128500,"Census Tract 1285, Los Angeles County, California",2338,83.8,78.4,5.3,6,0,2,1.3,7,8,0.039304689764257,9.52148006286599e-05
272,06,037,128702,06037128702,1287.02,Census Tract 1287.02,G5020,S,1642311,18542,+34.1608690,-118.4393180,64562,6037128702,1400000US06037128702,6037128702,"Census Tract 1287.02, Los Angeles County, California",2898,90.5,85.6,4.9,0,1.6,0,0.5,7,2,0.0526063462807185,0.000162374448426912
273,06,037,123304,06037123304,1233.04,Census Tract 1233.04,G5020,S,879083,0,+34.1965389,-118.4060882,32675,6037123304,1400000US06037123304,6037123304,"Census Tract 1233.04, Los Angeles County, California",1639,83.6,77.9,5.7,7,4.3,0,2.1,3,11,0.0390701685934908,8.5980611700177e-05
274,06,037,111400,06037111400,1114,Census Tract 1114,G5020,S,1812030,0,+34.2578116,-118.4961820,47646,6037111400,1400000US06037111400,6037111400,"Census Tract 1114, Los Angeles County, California",3255,88.1,76.2,12,0,2.7,2,1.3,6,5,0.0541566228945838,0.000177356088122049
275,06,037,109800,06037109800,1098,Census Tract 1098,G5020,S,1399407,0,+34.2537115,-118.4815974,77411,6037109800,1400000US06037109800,6037109800,"Census Tract 1098, Los Angeles County, California",2009,95.1,75.4,19.7,0,0.3,1,0.7,3,1,0.0519439136010164,0.000136963363383852
276,06,037,123510,06037123510,1235.10,Census Tract 1235.10,G5020,S,788312,10153,+34.1953384,-118.4290714,36220,6037123510,1400000US06037123510,6037123510,"Census Tract 1235.10, Los Angeles County, California",2282,73,62.6,10.4,15,4.8,0,0.7,7,20,0.0363279857588989,7.80941849341392e-05
277,06,037,123520,06037123520,1235.20,Census Tract 1235.20,G5020,S,502130,8704,+34.1884912,-118.4236080,31295,6037123520,1400000US06037123520,6037123520,"Census Tract 1235.20, Los Angeles County, California",1149,78.7,62.8,15.8,15,2.2,0,0.7,3,17,0.0385690486605513,4.99586214677423e-05
278,06,037,123601,06037123601,1236.01,Census Tract 1236.01,G5020,S,1504232,28231,+34.1774941,-118.4162038,44912,6037123601,1400000US06037123601,6037123601,"Census Tract 1236.01, Los Angeles County, California",2936,85.1,69.2,15.9,6,3.8,0,2.1,3,10,0.053287310654024,0.000149853389683393
279,06,037,123700,06037123700,1237,Census Tract 1237,G5020,S,952358,0,+34.1848596,-118.4095169,50833,6037123700,1400000US06037123700,6037123700,"Census Tract 1237, Los Angeles County, California",1970,85.5,73.8,11.7,3,0.4,1,1.6,8,4,0.0388930189961215,9.313491322256e-05
280,06,037,123800,06037123800,1238,Census Tract 1238,G5020,S,1290039,0,+34.1797390,-118.4014358,46505,6037123800,1400000US06037123800,6037123800,"Census Tract 1238, Los Angeles County, California",2320,71.7,65.4,6.3,18,0,1,1.5,8,19,0.0505552572553726,0.000126150526264526
281,06,037,113211,06037113211,1132.11,Census Tract 1132.11,G5020,S,7279578,3053,+34.2674995,-118.6227865,92909,6037113211,1400000US06037113211,6037113211,"Census Tract 1132.11, Los Angeles County, California",2024,89.7,84.2,5.5,2,0.2,0,1.5,7,2,0.11660672926144,0.000712867452025087
282,06,037,113212,06037113212,1132.12,Census Tract 1132.12,G5020,S,999825,0,+34.2606869,-118.6024313,74196,6037113212,1400000US06037113212,6037113212,"Census Tract 1132.12, Los Angeles County, California",1506,86.3,75.9,10.4,2,1,0,1.3,10,3,0.0442600178633986,9.7863150197814e-05
283,06,037,128910,06037128910,1289.10,Census Tract 1289.10,G5020,S,1298040,38749,+34.1616765,-118.4585185,60148,6037128910,1400000US06037128910,6037128910,"Census Tract 1289.10, Los Angeles County, California",2048,87,81.3,5.7,3,0.8,1,0.3,8,5,0.054759114516932,0.000130694047467013
284,06,037,131010,06037131010,1310.10,Census Tract 1310.10,G5020,S,1056712,9979,+34.2147350,-118.5382539,46048,6037131010,1400000US06037131010,6037131010,"Census Tract 1310.10, Los Angeles County, California",2828,83.5,73.9,9.6,6,1.9,0,4.6,4,8,0.0432987244038163,0.000104352153515437
285,06,037,131020,06037131020,1310.20,Census Tract 1310.20,G5020,S,1428939,16026,+34.2001766,-118.5395023,59500,6037131020,1400000US06037131020,6037131020,"Census Tract 1310.20, Los Angeles County, California",2490,83.4,76.5,6.9,8,2.2,0,4.3,2,10,0.0509375787934704,0.000141332042791059
286,06,037,131100,06037131100,1311,Census Tract 1311,G5020,S,1101840,0,+34.2146245,-118.5056231,79375,6037131100,1400000US06037131100,6037131100,"Census Tract 1311, Los Angeles County, California",1763,85.8,73,12.8,6,0,0,1.6,7,6,0.0417539730171618,0.000107790751359554
287,06,037,131200,06037131200,1312,Census Tract 1312,G5020,S,1128421,0,+34.2147262,-118.5142310,73611,6037131200,1400000US06037131200,6037131200,"Census Tract 1312, Los Angeles County, California",1682,89.2,80.1,9,6,0,0,0.3,4,6,0.0427478983598432,0.000110391173272157
288,06,037,241202,06037241202,2412.02,Census Tract 2412.02,G5020,S,1163227,0,+33.9334312,-118.2857529,32778,6037241202,1400000US06037241202,6037241202,"Census Tract 2412.02, Los Angeles County, California",1679,71.8,54.7,17,16,6.1,0,1,5,22,0.0423868894419399,0.000113425807189173
289,06,037,262501,06037262501,2625.01,Census Tract 2625.01,G5020,S,1635119,3278,+34.0503509,-118.5202383,157721,6037262501,1400000US06037262501,6037262501,"Census Tract 2625.01, Los Angeles County, California",1357,73.5,68.4,5.1,3,4.5,1,0.7,18,8,0.0599687173202294,0.000159974255742428
290,06,037,264103,06037264103,2641.03,Census Tract 2641.03,G5020,S,230523,0,+34.0549771,-118.4662764,76028,6037264103,1400000US06037264103,6037264103,"Census Tract 2641.03, Los Angeles County, California",1466,82.9,77.8,5.1,3,3.5,0,1.4,8,6,0.0228072214033699,2.25097469319681e-05
291,06,037,239702,06037239702,2397.02,Census Tract 2397.02,G5020,S,486273,0,+33.9622020,-118.2750006,30549,6037239702,1400000US06037239702,6037239702,"Census Tract 2397.02, Los Angeles County, California",1191,70.7,58.8,11.9,28,0,0,0,2,28,0.0313897177779673,4.74318248139866e-05
292,06,037,239802,06037239802,2398.02,Census Tract 2398.02,G5020,S,609444,0,+33.9624080,-118.2629489,33484,6037239802,1400000US06037239802,6037239802,"Census Tract 2398.02, Los Angeles County, California",1613,77.5,60.5,17,20,0,0,1.1,1,20,0.0352863394797938,5.94466243010247e-05
293,06,037,265601,06037265601,2656.01,Census Tract 2656.01,G5020,S,623099,0,+34.0558599,-118.4327259,81779,6037265601,1400000US06037265601,6037265601,"Census Tract 2656.01, Los Angeles County, California",1579,67.5,63,4.5,2,10.3,2,1.5,17,14,0.0347983610609531,6.08442002114795e-05
294,06,037,106649,06037106649,1066.49,Census Tract 1066.49,G5020,S,1112672,0,+34.2892496,-118.4606550,78654,6037106649,1400000US06037106649,6037106649,"Census Tract 1066.49, Los Angeles County, California",1083,88.7,68.6,20.1,1,1.9,0,2.2,6,3,0.063146405543673,0.000108942033536712
